,Type,Sex,Size,Age,Outcome Type,Intake Condition,First_Color,Second_Color,First Breed,Second Breed
5164,CAT,Female,KITTN OR PUPPY,0.08,ADOPTION,TREATABLE/REHAB,BRN TABBY,,DOMESTIC MH,
5165,CAT,Female,KITTN OR PUPPY,0.14,ADOPTION,TREATABLE/REHAB,WHITE,BRN TABBY,DOMESTIC SH,
5166,DOG,Male,SMALL,4.97,ADOPTION,HEALTHY,BROWN,,CHIHUAHUA SH,
5169,CAT,Unknown,KITTN OR PUPPY,0.33,EUTHANIZE,UNTREATABLE,BRN TABBY,,DOMESTIC SH,
5170,DOG,Male,MED,5.0,EUTHANIZE,UNTREATABLE,WHITE,BLACK,SIBERIAN HUSKY,Other
5175,CAT,Male,LARGE,8.01,ADOPTION,HEALTHY,WHITE,GRAY,DOMESTIC SH,
5177,DOG,Female,SMALL,3.32,EUTHANIZE,TREATABLE/MANAGEABLE,TRICOLOR,,MIX,Other
5178,DOG,Male,LARGE,1.98,EUTHANIZE,UNTREATABLE,WHITE,BROWN,PIT BULL,MIX
5180,DOG,Female,TOY,8.9,ADOPTION,HEALTHY,WHITE,TAN,DACHSHUND,CHIHUAHUA SH
5182,DOG,Female,MED,1.22,ADOPTION,HEALTHY,TAN,BLACK,ROTTWEILER,
5185,DOG,Male,KITTN OR PUPPY,0.27,ADOPTION,HEALTHY,TAN,BLACK,Other,
5188,CAT,Male,SMALL,0.18,ADOPTION,HEALTHY,BRN TABBY,,DOMESTIC MH,
5190,DOG,Male,TOY,0.5,ADOPTION,HEALTHY,RED,BROWN,MIN PINSCHER,
5191,CAT,Female,SMALL,5.0,ADOPTION,TREATABLE/REHAB,LYNX PT,,DOMESTIC SH,
5193,CAT,Male,SMALL,0.18,ADOPTION,HEALTHY,BLACK,,DOMESTIC MH,
5194,CAT,Male,SMALL,0.18,ADOPTION,HEALTHY,BRN TABBY,,DOMESTIC MH,
5195,CAT,Male,KITTN OR PUPPY,0.17,ADOPTION,TREATABLE/REHAB,ORG TABBY,,DOMESTIC SH,
5196,CAT,Female,SMALL,0.18,ADOPTION,HEALTHY,BRN TABBY,,DOMESTIC MH,
5197,CAT,Female,SMALL,2.0,ADOPTION,HEALTHY,BLACK,,DOMESTIC SH,
5199,DOG,Female,TOY,0.32,ADOPTION,HEALTHY,BROWN,,CHIHUAHUA SH,
5202,CAT,Female,SMALL,1.98,EUTHANIZE,UNTREATABLE,BLACK,,DOMESTIC SH,
5204,DOG,Male,LARGE,0.99,ADOPTION,HEALTHY,Other,,LABRADOR RETR,
5207,DOG,Female,SMALL,3.94,ADOPTION,HEALTHY,BROWN,,DACHSHUND,MIX
5211,DOG,Female,SMALL,0.79,ADOPTION,HEALTHY,BLACK,,Other,CHIHUAHUA SH
5213,CAT,Male,KITTN OR PUPPY,0.32,ADOPTION,HEALTHY,BRN TABBY,,DOMESTIC SH,
5214,DOG,Male,SMALL,1.0,ADOPTION,HEALTHY,WHITE,GRAY,PARSON RUSS TER,MIX
5215,DOG,Male,MED,4.0,EUTHANIZE,HEALTHY,TAN,BROWN,GERM SHEPHERD,AUST KELPIE
5216,CAT,Male,KITTN OR PUPPY,0.15,ADOPTION,HEALTHY,Other,,DOMESTIC SH,
5217,CAT,Female,KITTN OR PUPPY,0.15,ADOPTION,HEALTHY,LYNX PT,,DOMESTIC SH,
5218,CAT,Female,KITTN OR PUPPY,0.15,ADOPTION,HEALTHY,Other,,DOMESTIC SH,
5219,DOG,Male,SMALL,2.0,ADOPTION,TREATABLE/MANAGEABLE,TAN,,CHIHUAHUA SH,
5223,DOG,Female,LARGE,5.96,ADOPTION,HEALTHY,RED,,Other,
5225,CAT,Female,KITTN OR PUPPY,0.15,ADOPTION,HEALTHY,Other,,DOMESTIC SH,
5226,CAT,Unknown,KITTN OR PUPPY,0.17,EUTHANIZE,UNTREATABLE,Other,,DOMESTIC SH,
5229,DOG,Male,LARGE,6.0,ADOPTION,HEALTHY,WHITE,BLACK,SIBERIAN HUSKY,
5230,DOG,Female,MED,0.67,ADOPTION,HEALTHY,TAN,,PARSON RUSS TER,MIX
5232,DOG,Male,MED,0.67,ADOPTION,HEALTHY,TAN,,PARSON RUSS TER,MIX
5237,CAT,Male,SMALL,10.59,ADOPTION,TREATABLE/REHAB,BLACK,BLACK,DOMESTIC SH,Other
5239,DOG,Male,MED,1.97,ADOPTION,TREATABLE/MANAGEABLE,Other,,Other,
5240,DOG,Male,LARGE,5.02,EUTHANIZE,TREATABLE/MANAGEABLE,WHITE,GRAY,PIT BULL,
5241,DOG,Male,LARGE,1.98,EUTHANIZE,TREATABLE/MANAGEABLE,WHITE,BLACK,MIX,Other
5242,CAT,Female,SMALL,1.98,EUTHANIZE,UNTREATABLE,TAN,GRAY,DOMESTIC MH,
5243,CAT,Female,SMALL,1.27,ADOPTION,HEALTHY,CALICO,,DOMESTIC SH,
5246,CAT,Male,KITTN OR PUPPY,0.08,ADOPTION,TREATABLE/REHAB,GRAY TABBY,,DOMESTIC SH,
5248,DOG,Male,MED,1.95,ADOPTION,HEALTHY,BROWN,BLACK,Other,
5251,CAT,Male,KITTN OR PUPPY,0.07,ADOPTION,TREATABLE/REHAB,WHITE,Other,DOMESTIC SH,
5253,DOG,Female,KITTN OR PUPPY,0.29,ADOPTION,TREATABLE/REHAB,WHITE,Other,MIX,Other
5256,CAT,Male,KITTN OR PUPPY,0.14,ADOPTION,TREATABLE/REHAB,GRAY TABBY,,DOMESTIC MH,
5260,CAT,Female,KITTN OR PUPPY,0.14,ADOPTION,TREATABLE/REHAB,GRAY TABBY,,DOMESTIC SH,
5262,CAT,Male,SMALL,10.01,EUTHANIZE,UNTREATABLE,WHITE,BLACK,DOMESTIC MH,
5264,CAT,Female,KITTN OR PUPPY,0.05,ADOPTION,TREATABLE/REHAB,TORTIE,BRN TABBY,DOMESTIC SH,
5265,CAT,Female,KITTN OR PUPPY,0.29,ADOPTION,TREATABLE/REHAB,LYNX PT,,SIAMESE,MIX
5266,DOG,Male,LARGE,0.94,ADOPTION,HEALTHY,TAN,BLACK,GERM SHEPHERD,MIX
5273,DOG,Female,LARGE,5.0,EUTHANIZE,TREATABLE/MANAGEABLE,WHITE,BROWN,AUST CATTLE DOG,MIX
5274,DOG,Male,MED,1.98,EUTHANIZE,TREATABLE/MANAGEABLE,WHITE,BR BRINDLE,PIT BULL,MIX
5275,CAT,Female,SMALL,1.98,EUTHANIZE,UNTREATABLE,WHITE,BRN TABBY,DOMESTIC MH,
5276,DOG,Male,MED,0.65,ADOPTION,TREATABLE/MANAGEABLE,WHITE,BLACK,LABRADOR RETR,MIX
5277,CAT,Male,SMALL,2.88,EUTHANIZE,UNTREATABLE,BROWN,BLACK,DOMESTIC MH,
5278,DOG,Female,SMALL,0.64,ADOPTION,HEALTHY,TAN,BLACK,DACHSHUND,MIX
5279,CAT,Female,SMALL,0.42,ADOPTION,HEALTHY,WHITE,BLACK,DOMESTIC SH,
5283,CAT,Female,KITTN OR PUPPY,0.08,ADOPTION,TREATABLE/REHAB,BRN TABBY,,DOMESTIC SH,
5287,DOG,Male,LARGE,0.97,ADOPTION,HEALTHY,WHITE,BLACK,LABRADOR RETR,MIX
5289,CAT,Male,KITTN OR PUPPY,0.1,ADOPTION,TREATABLE/REHAB,BRN TABBY,,DOMESTIC SH,
5290,DOG,Female,LARGE,2.98,ADOPTION,HEALTHY,WHITE,BROWN,AUST CATTLE DOG,MIX
5291,DOG,Male,MED,0.65,ADOPTION,HEALTHY,WHITE,BLACK,LABRADOR RETR,
5292,CAT,Female,KITTN OR PUPPY,0.42,ADOPTION,HEALTHY,WHITE,BLACK,DOMESTIC SH,
5309,DOG,Female,TOY,5.45,ADOPTION,TREATABLE/REHAB,TAN,,YORKSHIRE TERR,MIX
5311,CAT,Female,SMALL,9.96,ADOPTION,TREATABLE/REHAB,TORTIE,BRN TABBY,DOMESTIC SH,
5313,CAT,Unknown,SMALL,1.98,EUTHANIZE,UNTREATABLE,BLACK,,DOMESTIC MH,
5314,CAT,Female,SMALL,12.5,EUTHANIZE,UNTREATABLE,BLACK,,DOMESTIC SH,
5315,CAT,Male,SMALL,6.0,EUTHANIZE,TREATABLE/REHAB,BRN TABBY,,DOMESTIC SH,
5317,CAT,Male,SMALL,3.13,ADOPTION,HEALTHY,ORG TABBY,,DOMESTIC SH,
5318,CAT,Female,SMALL,5.0,ADOPTION,HEALTHY,WHITE,BLACK,DOMESTIC LH,
5319,CAT,Female,SMALL,6.0,ADOPTION,HEALTHY,BRN TABBY,,DOMESTIC LH,
5329,DOG,Male,LARGE,0.39,ADOPTION,HEALTHY,TRICOLOR,,GERM SHEPHERD,MIX
5330,DOG,Male,KITTN OR PUPPY,0.39,ADOPTION,HEALTHY,TAN,,GERM SHEPHERD,MIX
5333,DOG,Male,SMALL,4.93,EUTHANIZE,HEALTHY,WHITE,BLACK,PARSON RUSS TER,Other
5342,DOG,Male,SMALL,1.47,ADOPTION,HEALTHY,WHITE,GRAY,YORKSHIRE TERR,
5343,DOG,Female,SMALL,2.97,ADOPTION,HEALTHY,WHITE,,MALTESE,MIX
5344,DOG,Female,MED,0.54,ADOPTION,HEALTHY,WHITE,BLACK,PIT BULL,MIX
5345,CAT,Female,SMALL,1.98,ADOPTION,TREATABLE/MANAGEABLE,WHITE,BRN TABBY,DOMESTIC MH,
5350,CAT,Female,SMALL,1.98,EUTHANIZE,HEALTHY,WHITE,BLACK,DOMESTIC SH,
5351,CAT,Male,SMALL,1.98,EUTHANIZE,UNTREATABLE,BLACK,,DOMESTIC SH,
5352,DOG,Female,LARGE,1.98,EUTHANIZE,TREATABLE/MANAGEABLE,WHITE,BLACK,MIX,Other
5355,DOG,Male,LARGE,9.09,ADOPTION,HEALTHY,BROWN,,GERM SHEPHERD,Other
5360,DOG,Male,TOY,1.07,ADOPTION,TREATABLE/MANAGEABLE,WHITE,,CHIHUAHUA SH,
5362,DOG,Female,SMALL,3.04,ADOPTION,HEALTHY,TAN,,CHIHUAHUA SH,
5365,DOG,Female,MED,2.42,ADOPTION,HEALTHY,WHITE,Other,PIT BULL,MIX
5371,CAT,Female,SMALL,1.98,EUTHANIZE,UNTREATABLE,LYNX PT,,SIAMESE,
5372,DOG,Female,MED,1.42,EUTHANIZE,TREATABLE/MANAGEABLE,WHITE,BLUE,PIT BULL,MIX
5376,CAT,Female,KITTN OR PUPPY,0.04,ADOPTION,TREATABLE/REHAB,BRN TABBY,,DOMESTIC SH,
5377,DOG,Male,TOY,1.0,ADOPTION,HEALTHY,TAN,,CHIHUAHUA SH,
5380,CAT,Male,KITTN OR PUPPY,0.13,EUTHANIZE,UNTREATABLE,WHITE,BLACK,DOMESTIC SH,
5381,CAT,Male,KITTN OR PUPPY,0.33,ADOPTION,HEALTHY,WHITE,BLACK,DOMESTIC SH,
5383,CAT,Female,SMALL,0.25,ADOPTION,HEALTHY,WHITE,BLACK,DOMESTIC SH,
5384,DOG,Female,KITTN OR PUPPY,0.66,ADOPTION,HEALTHY,BROWN,,PIT BULL,MIX
5386,CAT,Male,KITTN OR PUPPY,0.05,ADOPTION,TREATABLE/REHAB,Other,,DOMESTIC SH,
5387,CAT,Male,KITTN OR PUPPY,0.25,ADOPTION,HEALTHY,WHITE,BLACK,DOMESTIC SH,
5388,CAT,Female,KITTN OR PUPPY,0.05,ADOPTION,TREATABLE/REHAB,TORTIE,,DOMESTIC SH,
5389,CAT,Male,KITTN OR PUPPY,0.05,ADOPTION,TREATABLE/REHAB,Other,,DOMESTIC SH,
5392,CAT,Male,KITTN OR PUPPY,0.25,ADOPTION,HEALTHY,WHITE,BLACK,DOMESTIC SH,
5398,CAT,Female,KITTN OR PUPPY,0.05,ADOPTION,TREATABLE/REHAB,TORTIE,BRN TABBY,DOMESTIC SH,
5399,CAT,Male,KITTN OR PUPPY,0.25,ADOPTION,HEALTHY,WHITE,BLACK,DOMESTIC SH,
5402,DOG,Male,LARGE,1.38,ADOPTION,HEALTHY,WHITE,Other,PIT BULL,
5403,CAT,Male,KITTN OR PUPPY,0.05,ADOPTION,TREATABLE/REHAB,Other,,DOMESTIC SH,
5404,DOG,Female,TOY,1.47,ADOPTION,TREATABLE/REHAB,Other,,CHIHUAHUA SH,
5405,CAT,Female,KITTN OR PUPPY,0.25,ADOPTION,HEALTHY,WHITE,BLACK,DOMESTIC SH,
5408,CAT,Male,KITTN OR PUPPY,0.25,ADOPTION,HEALTHY,WHITE,BLACK,DOMESTIC SH,
5410,CAT,Male,KITTN OR PUPPY,0.25,ADOPTION,HEALTHY,WHITE,Other,DOMESTIC SH,
5411,CAT,Female,SMALL,12.01,EUTHANIZE,TREATABLE/MANAGEABLE,WHITE,BLACK,DOMESTIC SH,
5412,DOG,Female,MED,1.0,EUTHANIZE,TREATABLE/REHAB,BLACK,,PIT BULL,MIX
5413,CAT,Female,SMALL,11.01,EUTHANIZE,HEALTHY,WHITE,BRN TABBY,DOMESTIC SH,
5420,CAT,Female,SMALL,11.01,ADOPTION,HEALTHY,WHITE,BLACK,DOMESTIC SH,
5421,CAT,Male,KITTN OR PUPPY,0.12,ADOPTION,HEALTHY,GRAY TABBY,,DOMESTIC SH,
5422,DOG,Male,MED,1.27,ADOPTION,TREATABLE/REHAB,WHITE,BROWN,Other,BEAGLE
5424,DOG,Female,MED,0.88,ADOPTION,HEALTHY,WHITE,BROWN,PIT BULL,BORDER COLLIE
5425,CAT,Female,KITTN OR PUPPY,0.12,ADOPTION,HEALTHY,WHITE,Other,SIAMESE,MIX
5426,CAT,Male,SMALL,11.01,ADOPTION,HEALTHY,WHITE,BLACK,DOMESTIC SH,
5428,CAT,Male,SMALL,11.01,ADOPTION,HEALTHY,WHITE,BLACK,DOMESTIC SH,
5430,DOG,Male,SMALL,11.98,EUTHANIZE,UNTREATABLE,WHITE,BLACK,PARSON RUSS TER,
5431,CAT,Unknown,KITTN OR PUPPY,0.08,EUTHANIZE,UNTREATABLE,WHITE,BLACK,DOMESTIC SH,
5432,DOG,Male,MED,0.83,ADOPTION,HEALTHY,WHITE,BLACK,PIT BULL,
5434,DOG,Female,SMALL,11.96,ADOPTION,TREATABLE/MANAGEABLE,BROWN,,YORKSHIRE TERR,Other
5436,CAT,Female,SMALL,1.98,EUTHANIZE,UNTREATABLE,WHITE,Other,DOMESTIC LH,
5438,DOG,Male,MED,0.83,ADOPTION,HEALTHY,WHITE,BLACK,PIT BULL,
5439,CAT,Male,KITTN OR PUPPY,0.07,ADOPTION,TREATABLE/REHAB,Other,,DOMESTIC LH,
5443,CAT,Female,SMALL,1.98,EUTHANIZE,UNTREATABLE,BRN TABBY,,DOMESTIC SH,
5444,DOG,Male,SMALL,14.01,EUTHANIZE,UNTREATABLE,WHITE,BROWN,CHIHUAHUA SH,
5457,CAT,Female,KITTN OR PUPPY,0.08,ADOPTION,TREATABLE/REHAB,BLACK,,DOMESTIC SH,
5463,DOG,Male,LARGE,3.94,ADOPTION,HEALTHY,WHITE,,Other,
5464,CAT,Female,KITTN OR PUPPY,0.17,ADOPTION,HEALTHY,WHITE,BLACK,DOMESTIC SH,
5465,DOG,Male,SMALL,14.01,EUTHANIZE,TREATABLE/MANAGEABLE,WHITE,BLACK,CHIHUAHUA LH,
5466,CAT,Female,KITTN OR PUPPY,0.08,EUTHANIZE,TREATABLE/REHAB,BRN TABBY,,DOMESTIC SH,
5471,CAT,Male,MED,8.97,ADOPTION,HEALTHY,WHITE,Other,DOMESTIC SH,
5476,CAT,Unknown,KITTN OR PUPPY,0.08,EUTHANIZE,UNTREATABLE,WHITE,BLACK,DOMESTIC SH,
5477,CAT,Male,KITTN OR PUPPY,0.08,EUTHANIZE,TREATABLE/REHAB,WHITE,Other,DOMESTIC SH,
5478,CAT,Male,KITTN OR PUPPY,0.08,EUTHANIZE,TREATABLE/REHAB,WHITE,Other,DOMESTIC SH,
5479,CAT,Female,KITTN OR PUPPY,0.08,EUTHANIZE,TREATABLE/REHAB,WHITE,Other,DOMESTIC SH,
5480,CAT,Female,KITTN OR PUPPY,0.08,EUTHANIZE,TREATABLE/REHAB,WHITE,Other,DOMESTIC SH,
5481,CAT,Unknown,SMALL,1.98,EUTHANIZE,UNTREATABLE,Other,,DOMESTIC MH,
5483,CAT,Female,KITTN OR PUPPY,0.04,ADOPTION,TREATABLE/REHAB,BRN TABBY,,DOMESTIC SH,
5486,CAT,Female,KITTN OR PUPPY,0.04,ADOPTION,TREATABLE/REHAB,TORTIE,,DOMESTIC SH,
5487,CAT,Female,SMALL,9.01,EUTHANIZE,UNTREATABLE,TORTIE,,DOMESTIC MH,
5488,CAT,Male,SMALL,0.3,ADOPTION,HEALTHY,BLACK,,DOMESTIC SH,
5489,CAT,Male,SMALL,0.3,ADOPTION,HEALTHY,ORG TABBY,,DOMESTIC SH,
5493,CAT,Female,SMALL,0.3,ADOPTION,HEALTHY,TORTIE,,DOMESTIC SH,
5499,CAT,Female,KITTN OR PUPPY,0.3,ADOPTION,HEALTHY,TORTIE,,DOMESTIC SH,
5500,CAT,Male,SMALL,0.3,ADOPTION,HEALTHY,ORG TABBY,,DOMESTIC SH,
5501,CAT,Female,SMALL,0.3,ADOPTION,HEALTHY,BRN TABBY,,DOMESTIC SH,
5503,CAT,Female,KITTN OR PUPPY,0.42,ADOPTION,HEALTHY,CALICO,,DOMESTIC SH,
5511,CAT,Female,KITTN OR PUPPY,0.17,ADOPTION,TREATABLE/REHAB,LYNX PT,,SIAMESE,
5515,DOG,Male,SMALL,0.96,ADOPTION,HEALTHY,BROWN,,DACHSHUND,MIX
5516,CAT,Male,SMALL,0.38,ADOPTION,HEALTHY,WHITE,BLACK,DOMESTIC SH,
5522,DOG,Male,SMALL,0.08,ADOPTION,TREATABLE/REHAB,WHITE,BLACK,PIT BULL,
5524,CAT,Male,SMALL,1.98,EUTHANIZE,UNTREATABLE,BLACK,,DOMESTIC SH,
5531,DOG,Female,TOY,2.0,EUTHANIZE,UNTREATABLE,BROWN,BLACK,CAIRN TERRIER,MIX
5533,DOG,Female,TOY,1.0,EUTHANIZE,UNTREATABLE,BROWN,BLACK,MIN PINSCHER,
5536,DOG,Female,LARGE,3.79,EUTHANIZE,UNTREATABLE,WHITE,BROWN,PIT BULL,
5537,CAT,Male,SMALL,0.98,ADOPTION,HEALTHY,ORG TABBY,,DOMESTIC SH,
5541,CAT,Female,SMALL,2.99,ADOPTION,HEALTHY,TORTIE,,DOMESTIC MH,
5542,CAT,Female,SMALL,2.34,ADOPTION,HEALTHY,Other,,SIAMESE,MIX
5543,DOG,Female,TOY,1.48,ADOPTION,HEALTHY,TAN,,CHIHUAHUA SH,
5544,DOG,Male,KITTN OR PUPPY,0.25,ADOPTION,HEALTHY,GRAY,,PIT BULL,
5546,CAT,Female,SMALL,11.18,ADOPTION,HEALTHY,BLACK,,DOMESTIC SH,
5547,DOG,Female,MED,0.79,ADOPTION,HEALTHY,Other,Other,Other,CATAHOULA
5548,DOG,Female,TOY,0.98,ADOPTION,HEALTHY,BROWN,,CAIRN TERRIER,MIX
5549,DOG,Female,TOY,0.98,ADOPTION,HEALTHY,BROWN,,CHIHUAHUA SH,MIX
5556,DOG,Female,LARGE,3.98,ADOPTION,HEALTHY,BLACK,,GERM SHEPHERD,
5558,DOG,Female,SMALL,12.68,ADOPTION,HEALTHY,WHITE,TAN,CHIHUAHUA SH,BEAGLE
5559,DOG,Female,MED,0.18,ADOPTION,HEALTHY,WHITE,BLACK,Other,
5561,CAT,Male,KITTN OR PUPPY,0.13,ADOPTION,TREATABLE/REHAB,BRN TABBY,,DOMESTIC SH,
5562,CAT,Male,KITTN OR PUPPY,0.13,ADOPTION,TREATABLE/REHAB,BRN TABBY,,DOMESTIC SH,
5564,CAT,Female,SMALL,7.0,ADOPTION,HEALTHY,WHITE,Other,Other,
5571,CAT,Female,KITTN OR PUPPY,1.98,EUTHANIZE,TREATABLE/MANAGEABLE,WHITE,Other,DOMESTIC SH,
5572,DOG,Female,MED,1.0,EUTHANIZE,UNTREATABLE,WHITE,TAN,PIT BULL,
5573,CAT,Female,SMALL,15.01,EUTHANIZE,UNTREATABLE,Other,,DOMESTIC SH,
5574,CAT,Unknown,SMALL,1.98,EUTHANIZE,TREATABLE/MANAGEABLE,GRAY TABBY,,DOMESTIC SH,
5575,CAT,Unknown,SMALL,1.98,EUTHANIZE,TREATABLE/MANAGEABLE,GRAY TABBY,,DOMESTIC SH,
5579,CAT,Male,KITTN OR PUPPY,0.08,ADOPTION,HEALTHY,Other,,DOMESTIC SH,
5582,DOG,Male,LARGE,3.95,ADOPTION,HEALTHY,WHITE,BROWN,Other,
5583,CAT,Male,KITTN OR PUPPY,0.08,ADOPTION,HEALTHY,WHITE,BRN TABBY,DOMESTIC SH,
5584,DOG,Male,LARGE,2.0,EUTHANIZE,UNTREATABLE,WHITE,Other,CATAHOULA,MIX
5586,CAT,Male,MED,7.26,ADOPTION,HEALTHY,BLACK,,DOMESTIC SH,
5587,CAT,Male,KITTN OR PUPPY,0.08,ADOPTION,HEALTHY,WHITE,BRN TABBY,DOMESTIC SH,
5589,CAT,Male,KITTN OR PUPPY,0.08,ADOPTION,HEALTHY,WHITE,Other,DOMESTIC SH,
5590,DOG,Male,SMALL,10.01,EUTHANIZE,UNTREATABLE,GRAY,,SHIH TZU,MIX
5591,CAT,Female,SMALL,1.98,EUTHANIZE,UNTREATABLE,WHITE,BROWN,DOMESTIC MH,
5597,DOG,Female,SMALL,7.94,EUTHANIZE,TREATABLE/MANAGEABLE,BROWN,BLACK,Other,DACHSHUND
5599,DOG,Male,LARGE,2.43,EUTHANIZE,UNTREATABLE,BROWN,,Other,
5607,DOG,Female,MED,1.47,ADOPTION,HEALTHY,BROWN,,PIT BULL,LABRADOR RETR
5608,DOG,Female,SMALL,1.98,EUTHANIZE,TREATABLE/MANAGEABLE,TAN,,Other,
5609,DOG,Female,MED,14.01,EUTHANIZE,UNTREATABLE,BR BRINDLE,,PIT BULL,
5610,DOG,Male,MED,1.5,EUTHANIZE,HEALTHY,TAN,BLACK,GERM SHEPHERD,AUST KELPIE
5611,CAT,Female,KITTN OR PUPPY,0.05,ADOPTION,TREATABLE/REHAB,CALICO,,DOMESTIC SH,
5614,DOG,Male,SMALL,2.98,ADOPTION,HEALTHY,TAN,,CAIRN TERRIER,MIX
5615,DOG,Female,TOY,1.48,ADOPTION,HEALTHY,RED,,MIN PINSCHER,
5616,DOG,Female,LARGE,6.55,ADOPTION,TREATABLE/MANAGEABLE,WHITE,BROWN,PIT BULL,
5620,CAT,Female,KITTN OR PUPPY,0.08,ADOPTION,HEALTHY,WHITE,BLACK,DOMESTIC MH,
5621,CAT,Male,KITTN OR PUPPY,0.11,ADOPTION,TREATABLE/REHAB,WHITE,BRN TABBY,DOMESTIC SH,
5622,CAT,Male,KITTN OR PUPPY,0.11,ADOPTION,TREATABLE/REHAB,BLACK,,DOMESTIC SH,
5623,DOG,Female,TOY,0.96,ADOPTION,HEALTHY,TAN,,CHIHUAHUA SH,
5624,DOG,Female,TOY,1.48,ADOPTION,HEALTHY,TAN,BLACK,MIN PINSCHER,
5626,DOG,Male,MED,0.25,EUTHANIZE,UNTREATABLE,WHITE,BLACK,PIT BULL,MIX
5627,DOG,Male,MED,1.0,EUTHANIZE,UNTREATABLE,WHITE,BLACK,PIT BULL,MIX
5630,DOG,Male,TOY,0.67,ADOPTION,HEALTHY,WHITE,TAN,PARSON RUSS TER,DACHSHUND
5634,DOG,Female,TOY,2.96,ADOPTION,HEALTHY,WHITE,BLACK,DACHSHUND,CHIHUAHUA SH
5635,CAT,Male,SMALL,13.99,EUTHANIZE,UNTREATABLE,BRN TABBY,,DOMESTIC SH,
5636,CAT,Female,SMALL,13.99,EUTHANIZE,TREATABLE/MANAGEABLE,GRAY,,DOMESTIC SH,
5640,DOG,Male,SMALL,2.78,ADOPTION,HEALTHY,TAN,,CHIHUAHUA SH,
5642,DOG,Male,SMALL,2.78,ADOPTION,TREATABLE/MANAGEABLE,TAN,,CHIHUAHUA SH,
5645,CAT,Male,SMALL,12.98,EUTHANIZE,UNTREATABLE,Other,,DOMESTIC LH,
5646,DOG,Male,MED,1.98,EUTHANIZE,UNTREATABLE,WHITE,BROWN,PIT BULL,MIX
5647,DOG,Female,LARGE,5.92,EUTHANIZE,HEALTHY,WHITE,GRAY,PIT BULL,
5648,DOG,Female,MED,1.91,ADOPTION,HEALTHY,WHITE,BROWN,PIT BULL,MIX
5649,DOG,Female,LARGE,12.01,EUTHANIZE,UNTREATABLE,TAN,,GERM SHEPHERD,MIX
5650,DOG,Male,SMALL,0.72,ADOPTION,HEALTHY,TAN,,CHIHUAHUA LH,MIX
5652,DOG,Male,LARGE,3.63,EUTHANIZE,HEALTHY,WHITE,TAN,PIT BULL,
5653,DOG,Female,MED,1.17,ADOPTION,HEALTHY,WHITE,TAN,CHIHUAHUA SH,MIX
5656,DOG,Male,MED,1.98,EUTHANIZE,UNTREATABLE,WHITE,BROWN,MIX,Other
5657,CAT,Male,SMALL,1.98,EUTHANIZE,UNTREATABLE,WHITE,BLACK,DOMESTIC SH,
5658,CAT,Male,SMALL,14.0,EUTHANIZE,TREATABLE/MANAGEABLE,ORG TABBY,,DOMESTIC SH,
5660,DOG,Female,MED,1.24,EUTHANIZE,UNTREATABLE,WHITE,BLACK,PIT BULL,MIX
5662,DOG,Male,MED,1.97,ADOPTION,HEALTHY,WHITE,BLACK,MIX,Other
5663,CAT,Male,SMALL,4.0,ADOPTION,HEALTHY,BRN TABBY,,DOMESTIC SH,
5664,CAT,Female,SMALL,1.98,EUTHANIZE,UNTREATABLE,BRN TABBY,,DOMESTIC MH,
5665,CAT,Male,SMALL,13.0,EUTHANIZE,UNTREATABLE,WHITE,BLACK,DOMESTIC MH,
5666,DOG,Male,SMALL,14.0,EUTHANIZE,UNTREATABLE,BLACK,,POODLE MIN,
5667,DOG,Male,SMALL,4.0,EUTHANIZE,UNTREATABLE,WHITE,TAN,PARSON RUSS TER,CHIHUAHUA SH
5670,CAT,Female,SMALL,0.25,ADOPTION,TREATABLE/REHAB,Other,,SIAMESE,
5671,DOG,Female,SMALL,11.98,EUTHANIZE,TREATABLE/MANAGEABLE,WHITE,BLACK,YORKSHIRE TERR,MIX
5674,DOG,Female,SMALL,2.97,ADOPTION,HEALTHY,WHITE,BROWN,CHIHUAHUA SH,MIX
5676,DOG,Female,SMALL,2.96,ADOPTION,TREATABLE/MANAGEABLE,Other,,CAIRN TERRIER,MIX
5678,DOG,Male,MED,2.88,ADOPTION,HEALTHY,WHITE,BLUE,PIT BULL,MIX
5680,DOG,Male,LARGE,2.0,EUTHANIZE,HEALTHY,WHITE,Other,PIT BULL,
5681,DOG,Female,MED,0.5,EUTHANIZE,UNTREATABLE,WHITE,BR BRINDLE,PIT BULL,
5682,CAT,Female,KITTN OR PUPPY,0.0,EUTHANIZE,TREATABLE/REHAB,GRAY,,DOMESTIC SH,
5686,DOG,Female,TOY,0.83,ADOPTION,HEALTHY,TAN,BLACK,CHIHUAHUA LH,MIX
5694,DOG,Male,LARGE,6.66,ADOPTION,HEALTHY,WHITE,BR BRINDLE,PIT BULL,AUST CATTLE DOG
5697,DOG,Male,SMALL,2.27,ADOPTION,HEALTHY,BROWN,,CHIHUAHUA SH,
5698,CAT,Male,KITTN OR PUPPY,0.25,EUTHANIZE,HEALTHY,BLACK,,DOMESTIC SH,
5699,CAT,Male,KITTN OR PUPPY,0.25,EUTHANIZE,UNTREATABLE,BRN TABBY,,DOMESTIC MH,
5700,CAT,Female,KITTN OR PUPPY,0.33,ADOPTION,HEALTHY,BRN TABBY,,DOMESTIC SH,
5701,DOG,Male,LARGE,1.5,ADOPTION,HEALTHY,WHITE,BLACK,BORDER COLLIE,MIX
